Time (s),V_a (V),V_b (V),V_c (V),I_a (A),I_b (A),I_c (A)
0.06520000000000001,24850.86553568326,-11071.415960733095,-13779.449574950211,20.408163265306122,6.024096385542169,4.016064257028113
0.0653,24789.492916441384,-10365.391726374468,-14424.101190066964,20.408163265306122,6.024096385542169,4.016064257028113
0.0654,24703.65606056272,-9649.13810181066,-15054.517958752109,20.408163265306122,6.024096385542169,4.016064257028113
0.0655,24593.439678660816,-8923.361942894922,-15670.07773576594,20.408163265306122,6.024096385542169,4.016064257028113
0.0656,24458.952540998027,-8188.779503072092,-16270.173037925984,20.408163265306122,6.024096385542169,4.016064257028113
0.06570000000000001,24300.32737014242,-7446.115726523142,-16854.21164361932,20.408163265306122,6.024096385542169,4.016064257028113
0.0658,24117.720709986555,-6696.103532732562,-17421.61717725404,20.408163265306122,6.024096385542169,4.016064257028113
0.0659,23911.312771257628,-5939.483093185466,-17971.829678072205,20.408163265306122,6.024096385542169,4.016064257028113
0.066,23681.30725367124,-5177.001100907879,-18504.306152763405,20.408163265306122,6.024096385542169,4.016064257028113
0.0661,23427.931144904378,-4409.410033570701,-19018.52111133372,20.408163265306122,6.024096385542169,4.016064257028113
0.06620000000000001,23151.434496585873,-3637.4674108848253,-19513.96708570109,20.408163265306122,6.024096385542169,4.016064257028113
0.0663,22852.090177525824,-2861.9350470212567,-19990.155130504612,20.408163265306122,6.024096385542169,4.016064257028113
0.0664,22530.19360442681,-2083.578298791796,-20446.61530563506,20.408163265306122,6.024096385542169,4.016064257028113
0.0665,22186.062450343503,-1303.1653103349727,-20882.897140008576,20.408163265306122,6.024096385542169,4.016064257028113
0.0666,21820.03633117745,-521.4662550498149,-21298.570076127675,20.408163265306122,6.024096385542169,4.016064257028113
0.06670000000000001,21432.476470517428,260.74742447169325,-21693.22389498916,20.408163265306122,6.024096385542169,4.016064257028113
0.0668,21023.765343155297,1042.7037777655773,-22066.469120920912,20.408163265306122,6.024096385542169,4.016064257028113
0.0669,20594.30629762942,1823.6311083179598,-22417.93740594742,20.408163265306122,6.024096385542169,4.016064257028113
0.067,20144.52315816847,2602.7587351361726,-22747.28189330468,20.408163265306122,6.024096385542169,4.016064257028113
0.0671,19674.859806428158,3379.3177533176754,-23054.177559745873,20.408163265306122,6.024096385542169,4.016064257028113
0.06720000000000001,19185.779743433508,4152.541792866631,-23338.321536300176,20.408163265306122,6.024096385542169,4.016064257028113
0.0673,18677.76563215947,4921.667775008299,-23599.433407167802,20.408163265306122,6.024096385542169,4.016064257028113
0.0674,18151.31882120034,5685.936665256359,-23837.255486456736,20.408163265306122,6.024096385542169,4.016064257028113
0.0675,17606.95884999997,6444.594222487263,-24051.553072487266,20.408163265306122,6.024096385542169,4.016064257028113
0.06760000000000001,17045.222936128546,7196.8917432858625,-24242.11467941444,20.408163265306122,6.024096385542169,4.016064257028113
